,lfdn,lastpage,quality,duration,Luzerner,Sex,Altergruppe,Beziehungstatus,Quartier,Zuzug,Bildung,HH,Kinder_Schule,Erwerb,Lebensqualallg,Lebensqualallg_Comment-v_238,ArbeitsplatzLuzern,Anbindung_Arbeit-v_89,Umgebung_Arbeit-v_90,Standortattraktivität_Stadt-v_336,Standortattraktivität_LädenInnerStadt-v_337,Standortattraktivität_LädenQuartier-v_338,Standortattraktivität_CoSpace-v_364,IndLaden-v_341,KindQuart_alleineWeg-v_73,KindQuart_OhneAufsicht-v_74,KindQuart_alleineFahrrad-v_75,Kinderbetreuung_mittagTisch-v_152,Kinderbetreuung_bis6Jahr-v_153,Kinderbetreuung_SchulFerien-v_154,Vereinbarkeit-v_269,QuartSpielPlatz-v_274,QuartStrasseSpielPlatz-v_275,Medizin_Versorgungen-v_27,MedZuHause-v_294,Sicherheit_NachtAlleineWeg-v_28,Sicherheit_TagAlleineWeg-v_197,Sicherheit_ZuHause-v_101,zuFrieden_Wohnung-v_78,zuFrieden_unmittelbaren-v_79,zuFrieden_Infrastruk-v_102,unmittelbaren-SpielPlatz-v_354,unmittelbaren-naherholungsgebiet-v_355,unmittelbaren-Grünflaschen-v_356,unmittelbaren-anbindVerkehr-v_357,unmittelbaren-Einkaufsmögli-v_358,unmittelbaren-Freizeiteinrichtungen-v_359,unzufrie_Lärmbelastung-v_83,unzufrie_LuftWassrverschmtng-v_84,unzufrie_schlechteverkhrverbindung-v_85,unzufrie_keinGemeubschaftsgefühl-v_86,unzufrie_zuWenigGrünFlaschen-v_87,unzufrie_Vandalismus-v_105,unzufrie_Gewalt-v_104,unzufrie_Comments-v_88,FreiZeitAktivitäten_Angebot-v_55,FreiZeitAktivitäten_KulturAngebot-v_56,FreiZeitAktivitäten_Kultur_Musik-v_299,FreiZeitAktivitäten_Kultur_Theater-v_300,FreiZeitAktivitäten_Kultur_Kunst-v_301,FreiZeitAktivitäten_Kultur_Literatur-v_302,FreiZeitAktivitäten_Kultur_Film-v_303,FreiZeitAktivitäten_Kultur_Podium-v_304,FreiZeitAktivitäten_Kultur_Vereinsleben-v_305,FreiZeitAktivitäten_Kultur_EssKultur-v_306,FreiZeitAktivitäten_Kultur_Jugendliche-v_307,FreiZeitAktivitäten_Engagement-v_309,StädtischenLebens_Engagement-v_311,WasZum_StädtischenLebens_Engagement-v_310,Sicherheit_öffentVerkehr-v_39,Sicherheit_Auto_unterwegs-v_40,Sicherheit_Velo_unterwegs-v_41,Sicherheit_Fuss_unterwegs-v_42,öffentli_DichteLiniennetzes-v_49,öffentli_Wohnung-v_50,Verbindung_HusStadtZentrum-v_51,Verbindung_Naherholungsgebieten-v_54,Verbindung_zuArbeitSchuleAusbild-v_53,Zfrieden_FüssgangPhase-Dauer-v_187,Zfrieden_Sitzbänke-v_188,VeloParkPlätze_Allgemeinen-v_279,VeloParkPlätze_HauptBahnhof-v_280,VeloZum_öffVerkhr-v_323,VeloZum_Bahnverkehr-v_324,VeloZum_Busverbindungen-v_325,VertrauenStadtverwaltung-v_126,Services_Unkompliziertheit-v_328,Services_SchnellAufbindInfo-v_329,Services_RascheAntwort-v_330,Services_AktiveInfoVeränderungen-v_331,Services_VerständlicheInfo-v_332,Services_Freundlichkeit-v_333,Services_GeograNäheZuBewo-v_335,Services_BarrierFreiheit-v_334,Services_DigitaleAbwicklung-v_361,Services_zuFrieWieEsIst-v_362,Services_Comments-v_363,StadtMöglische-v_316,StadtMöglische-WieZuF-v_106,StadtMöglische-ProjekteEinzubring-v_212,StadtMöglische-ProjekteVorzuschlagen-v_365,StadtMöglische-ProjekteEinzubring_WieZuF-v_366,StadtMöglische-ProjekteVorzuschlagen-WieZuF-v_367,KommKanäle_TagsMedia-v_245,KommKanäle_SocialMedia-v_246,KommKanäle_NewsLetter-v_247,KommKanäle_Stadtmagazin-v_248,KommKanäle_WebSeite-v_249,KommKanäle_StadtApp-v_289,KommKanäle_QuartierApp-v_293,KommKanäle_PinnwändeQuartier-v_291,KommKanäle_WeiterSocialMediaWhatsapp-v_292,KommKanäle_Comment-v_290,UmweltThema_Klimaerwärmung-v_317,UmweltThema_Biodiversität-v_318,UmweltThema_Luftsverschmutzung-v_319,UmweltThema_TrinkWasserSchmutzung-v_320,UmweltThema_VerringerteGrünflächen-v_321,MehrWas_Bäume-v_348,MehrWas_öffntParkanlagen-v_349,MehrWas_ZugangZumSee-v_350,MehrWas_ZugangZumWald-v_351,MehrWas_SpazierWegSee-v_352,MehrWas_SitzgelegenheitenImöffRaum-v_353,MehrWas_Comments-v_360,Älterwerdens_FinanzielleAbsicherung-v_256,Älterwerdens_Mobilität-v_257,Älterwerdens_VerlustSocialContact-v_258,Älterwerdens_VerlustSelbständigkeit-v_259,Älterwerdens_andere-v_260,Älterwerdens_Comments-v_205,OverallComments-v_211,Corona-v_224
92,169,6468128,-77,16,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
93,170,6466756,-77,645,1,2,3,1,1,1,4,5,2,2,5,-99,-77,-77,-77,5,2,2,3,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,3,1,1,2,1,1,0,0,1,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,2,3,1,0,0,0,1,0,0,1,0,1,5,1,1,2,2,2,1,1,1,1,1,3,3,3,4,5,5,5,5,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,0,1,0,0,1,0,0,0,0,-99,2,2,2,4,2,1,1,0,0,0,1,-99,5,5,5,5,5,-99,-99,1
94,171,6466756,-77,582,1,2,3,2,1,1,7,3,2,1,5,"Parks und schnell in der Natur sein, gemütliche Stimmung",2,-77,-77,3,2,2,5,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,2,2,1,2,1,2,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,0,1,1,0,1,4,1,1,5,2,2,1,1,1,2,2,2,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,1,1,0,0,1,0,0,0,0,-99,1,1,1,2,1,1,1,0,0,0,1,-99,2,3,2,2,0,-99,-99,2
95,172,6466756,-77,603,1,1,3,2,1,1,7,3,2,1,5,"Lebensqualität bedeutet für mich, dass ich alles lebenswichtige so schnell als möglich erhalten kann.",2,-77,-77,2,1,1,2,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,2,2,1,1,1,2,2,0,0,1,1,0,1,-77,-77,-77,-77,-77,-77,-77,-66,2,1,0,1,0,0,1,0,1,0,0,1,4,2,2,2,2,2,2,1,1,2,1,2,2,3,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,-99,2,5,2,2,5,5,1,1,0,0,1,0,0,0,0,-99,2,2,2,3,2,1,1,1,0,0,0,-99,3,3,3,3,0,-99,Weniger Touristen,1
96,173,6466756,-77,747,1,2,4,1,1,4,8,1,2,1,4,"Kurze Wege, nähe zu Natur, gutes Angebote in der Nähe, restaurants, einkaufsläden.",2,-77,-77,3,2,2,2,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,2,2,1,1,2,2,2,0,1,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,0,1,1,0,1,3,1,2,2,3,2,2,2,2,1,3,2,2,3,3,2,2,2,2,1,0,1,0,0,0,0,0,1,0,-99,2,5,1,1,3,5,0,1,0,0,1,0,0,0,0,-99,1,2,2,2,2,1,1,1,0,0,0,-99,3,3,3,2,0,-99,Zu viele Touristen und Cars. Velo Sicherheit. Unterstützung der Stadt bei kulturellen Anlässen wie blue balls.,1
97,175,6466756,-77,3481,1,2,4,2,2,3,3,5,2,1,3,"im Alltag einer erfüllenden Tätigkeit nachgehen zu können, keine existenziellen ängsten ausgesetzt zu sein, bezahlbaren Wohnraum, Freiräume für Kulturelle und Soziale Angebote, ein intaktes soziales Umfeld.",1,1,1,5,4,4,4,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,5,1,1,1,2,2,2,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,3,3,1,0,1,0,0,1,0,0,0,2,2,1,1,4,2,2,1,1,1,1,1,1,2,3,3,5,5,5,3,1,0,0,0,0,0,0,0,1,0,Öffnungszeiten für Berufstätige/,1,5,1,1,4,3,1,0,0,1,1,0,0,0,0,-99,2,2,2,1,1,1,0,1,0,0,0,-99,1,4,4,3,0,-99,"in der Migrationspolitik, mehr verantwortung und respekt im Umgang mit schutzsuchenden Menschen, und mehr unterstützung von Familien und Menschen mit Arbeitsunfähigkeit oder Geringem einkommen, Mehr bezahlbarer Wohnraum, muss nicht gleich Neubau sein.",1
98,176,6466756,-77,623,1,2,3,2,1,2,7,3,2,1,6,"Alles  da  zu haben, was man braucht / gute Gesundheit / finanzielle Unabhängigkeit / Selbstbestimmtheit",2,-77,-77,5,2,1,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,2,2,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,1,0,0,1,0,1,4,1,1,1,3,2,1,1,1,2,2,2,1,2,3,5,5,5,1,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,0,1,0,0,1,0,0,1,0,-99,2,1,2,3,1,1,0,1,0,1,0,-99,3,2,2,2,0,-99,"Die  Gäseler  welche Wochenende für Wochenende ihre Runden drehen stärker kontrollieren / Nachtruhestörungen in der Neustadt durch aufheulende Motoren ist in den warmen Monaten tw. nervtötend / mehr Parkplätze in der Neustadt, es ist tw. sehr gefährlich als Fussgänger wenn die Autos doppelt stehen und auf dem Gehweg (unübersichtlich)",1
99,177,6466756,-77,1281,1,2,6,1,4,5,8,5,2,1,4,"Möglichst wenig Autoverkehr.  Offene Pärkke, Plätze für Begegnungen und verschiedene flexieble Nutzungen  Sauberkeit  Guter ÖV  Viel Grün",1,1,1,5,3,2,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,1,1,1,1,2,1,0,0,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,1,0,0,0,0,3,3,1,3,5,3,2,1,1,1,1,1,2,2,2,2,5,5,5,2,1,0,0,0,0,0,0,1,0,0,-99,1,2,2,1,2,2,1,0,0,1,0,1,0,0,0,-99,1,1,1,1,1,1,1,1,0,0,0,-99,2,4,4,3,0,-99,"Stadt muss für die Bewohner da sein, nicht für den Verkehr.   Raum für Eigeninitiativen der Bürger  Autofreie Sonntage",1
100,178,6468128,-77,15,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
101,179,6466756,-77,675,1,2,3,2,3,1,7,3,2,1,5,"Zu Fuss erreichbares Naherholungsgebiet/Wiesen/Wälder/See, Park in der Stadt, Fussgängerzonen, velofreundlich",1,1,2,2,1,2,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,2,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,1,0,0,1,0,3,4,1,2,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,0,0,1,0,0,1,0,1,0,-99,2,1,1,2,2,1,0,1,1,0,0,-99,2,3,3,3,0,-99,-99,1
102,180,6466756,-77,2214,1,2,6,2,2,7,3,3,2,2,5,"Schön wohnen, Natur, der Autoverkehr gut fliesst,",-77,-77,-77,3,2,3,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,1,1,0,0,0,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,0,0,0,0,1,0,3,4,4,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,5,3,1,0,0,0,0,0,0,0,0,0,-99,2,5,2,2,5,5,1,1,0,0,0,0,0,0,0,-99,3,2,3,4,3,0,0,0,0,0,1,-99,3,1,4,2,0,-99,"Strassenausbau (Stau), Parkplätze,",1
103,181,6466756,-77,659,1,1,4,1,1,3,7,1,2,1,5,"Naturnähe, See mit Promenade und verschiedenen Bademöglichkeiten, verschiedene Berge  in der nahen Umgebung, Ausgehmöglichkeiten in der Stadt, Unterhaltung, Events, Einkaufmöglichkeiten, Restaurants, zahlbare Mietzinse für Wohnungen, nicht zu hohe Steuersätze, usw.",1,1,1,2,2,2,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,2,1,1,2,1,2,0,0,0,1,1,1,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,0,1,1,0,1,4,2,1,2,3,2,1,1,1,1,1,2,3,3,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,-99,2,5,2,2,5,5,1,1,0,0,0,1,0,0,0,-99,1,2,2,1,2,1,1,0,0,0,1,-99,2,3,3,2,0,-99,"Verkehrsproblem lösen, mehr Grünflächen wo möglich, weniger Drögeler am Bhf",1
104,182,6466756,-77,489,1,1,4,1,5,3,7,1,2,1,6,-99,2,-77,-77,1,1,2,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,2,2,2,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,Arbeitsweg,2,2,1,0,0,0,1,0,0,1,0,3,2,2,2,3,3,2,2,1,1,2,4,2,3,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,1,-99,1,5,2,2,5,5,0,1,1,0,1,0,0,0,0,-99,2,2,2,2,2,1,0,1,0,1,0,-99,2,4,4,5,0,-99,-99,2
105,183,6466756,-77,1675,1,1,4,2,1,4,7,3,2,4,4,"Viele Möglichkeiten für Sport und Freizeit, Freiheit die Dinge zu tun, die man mag, gute Mobilität ohne Lärm und Schadstoff",-77,-77,-77,3,2,2,2,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,4,5,2,1,1,1,2,1,0,0,1,1,0,1,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,0,0,1,1,0,0,1,3,5,1,2,3,2,2,1,1,2,5,1,2,4,4,4,4,3,3,1,1,0,0,0,0,0,0,1,0,-99,2,3,2,2,5,5,0,1,0,0,1,1,0,0,0,-99,2,2,2,3,2,1,1,0,0,0,0,Mehr Verkehr unter dem Boden,3,5,5,5,5,-99,"Verkehr Ja aber bitte unter dem Boden oder keine Autos in der Innenstadt. Busse und Reisebuse sind notwendig, Auto's bitte an der Stadtgrenze in Parkhäuser, Innenstadt Autofrei insbesondere Neustadt, bessere/breitere/sicherere und schnellere Velo- und EScooterwege.",1
106,184,6466756,-77,747,1,2,3,2,4,6,4,2,2,3,5,"In einer tollen Stadt zu wohnen, die vieles bietet. Viele Freizeitmöglichkeiten in der Umgebung und schöne Natur. Auch viele tolle Restaurants.",-77,-77,-77,2,2,2,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,1,1,0,0,1,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,1,0,0,1,0,3,3,1,1,2,2,1,2,1,2,1,2,2,2,2,3,5,2,2,5,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,1,5,5,1,0,0,0,1,1,0,0,0,-99,2,3,2,2,2,1,0,1,1,0,0,-99,3,3,2,2,0,-99,-99,1
107,185,6466756,-77,416,1,1,4,2,2,7,7,1,2,1,5,-99,1,1,1,2,3,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,1,1,1,1,1,1,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,3,2,1,0,0,0,0,0,1,1,0,2,1,1,2,2,3,2,1,1,1,2,1,1,1,2,2,2,2,2,3,1,0,1,0,0,0,0,0,1,0,-99,1,2,1,1,2,2,1,0,0,0,1,0,0,0,0,-99,2,2,2,2,2,1,1,0,0,0,0,-99,2,4,2,2,0,-99,-99,2
108,186,6466756,-77,882,1,1,4,1,1,4,7,5,2,2,5,"Naherholungsmöglichkeiten, gute ÖV-Verbindungen, gutes Bildungsangebot, zentrale Lage, bezahlbare Wohnungen, freundliche Menschen, vielseitiges Gastronomieangebot, viele Bars, wunderschönes Panorama.",-77,-77,-77,2,1,2,3,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,1,1,1,1,2,1,0,0,1,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,1,0,0,1,0,3,4,1,1,1,3,1,1,1,1,1,1,3,2,3,3,2,2,3,2,1,1,0,0,0,0,0,0,1,0,-99,2,5,2,2,5,5,0,1,0,0,0,0,0,1,1,-99,1,1,2,3,2,1,1,0,0,0,0,-99,3,4,3,4,0,-99,"Schlauere Verkehrsführung, intelligente Lösungen für weniger Verkehr und nicht einfach Parkplätze reduzieren in der Hoffnung es gäbe dann auch weniger Verkehr. Mehr Arbeitsplätze im mittleren bis hohen Lohnsegment. Bessere Verteilung der Touristenströme. Mehr Raum für regionales Handwerk in der Altstadt --> Die Altstadt sollte für Menschen aus der Region attraktiver werden, nicht nur für Touristen und Juweliergeschäfte.",1
109,188,6466756,-77,436,1,2,3,2,1,1,7,3,2,1,6,-99,2,-77,-77,5,2,2,2,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,5,2,1,1,1,2,1,0,0,1,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,0,0,0,0,1,0,1,1,0,1,5,1,2,5,5,1,5,2,1,3,3,3,2,5,5,5,5,5,5,0,1,0,0,0,1,1,0,0,0,-99,2,5,2,2,5,5,0,1,1,0,1,0,0,0,0,-99,2,2,2,2,2,0,0,0,1,0,1,-99,5,5,5,5,5,-99,Lägere ladenöffnungszeite,1
110,190,6466756,-77,1078,1,1,3,1,2,7,8,5,2,1,5,-99,2,-77,-77,3,1,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,1,1,1,0,0,0,0,1,1,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,0,0,1,1,0,3,3,1,1,1,5,1,1,1,1,1,3,1,3,2,2,5,5,5,2,1,0,1,0,0,1,0,0,0,0,-99,1,5,1,1,5,5,1,1,0,0,0,0,0,1,0,-99,3,2,3,3,1,0,0,1,0,0,1,-99,3,4,4,4,0,-99,Mehr Sitzmöglichkeiten im öffentlichen Raum  Mehr Abfalleimer in der Stadt,1
111,192,6468128,-77,20,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
112,193,6466756,-77,975,1,2,3,1,1,1,7,5,2,1,6,"Kurze Wege, Einkaufsmöglichkeit in der Nähe, Lebendigkeit in der Stadt —> damit gemeint Konzerte, Festivals, Stadt-/Quartierfeste, aber auch das die Menschen unterwegs sind und es keine Geisterstadt ist.",2,-77,-77,5,2,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,5,2,1,1,1,2,1,0,0,1,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,1,0,0,0,1,0,3,4,4,1,5,2,1,2,2,1,2,2,2,2,3,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,-99,1,2,2,2,5,5,0,0,0,0,1,1,0,0,0,-99,1,1,1,1,1,1,1,0,0,0,0,-99,2,2,2,2,0,-99,Ausbau der Velowege und Veloparkplätze,1
113,750,6468128,-77,17,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
114,194,6466756,-77,971,1,1,6,2,4,7,7,5,1,1,5,"Funktionierende Infrastruktur, feines kulturelles Angebot, intakte Natur/ Landschaft in der Nähe",1,1,1,2,1,3,5,1,1,1,2,4,4,4,2,4,4,1,5,2,1,1,2,2,1,0,1,1,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,0,1,0,0,0,1,1,3,2,1,2,3,1,1,1,1,1,1,1,2,4,4,5,2,5,2,0,1,0,1,1,0,0,0,0,0,Die ewigen Projekte im Rahmen etwelcher Pseudo-Schulreformen sind wir leid ! Mit 3 Kindern zwischen 13 und 19 Jahren haben wir gefühlte 5 Schulsysteme kennengelernt !,1,2,1,1,2,3,1,0,0,0,1,0,0,0,0,Kommunikation via Twitter ist ein no-go,1,2,2,2,1,1,1,1,0,0,0,-99,2,4,4,4,0,-99,"Weniger Tourismus !! Da würde die Stadt für die Wohnbevölkerung wesentlich attraktiver machen.  Oder wenn schon, dann qualitativer Tourismus. Keine Cars an bester Lage hinstellen. Wer Luzern erleben will soll auchmind. 24 Std. in Luzern verweilen.  Schule: einmal eine Reform abschliessen bevor die nächste eingeleitet wird. Oder allenfalls etwas länger nachdenken, und dann die 'Reform' gleich vergessen. Z.B. gemischte integrative Oberstufe - ein absoluter Rohrkrepierer. Ein grosser Teil der B und C-SchülerInnen wird abgehängt.  Ein Ende der 'Steuersenkungen' - für den Mittelstand ist es eh nur ein Abbau: Kleinste Reduktionen in der Steuer - dafür einiges an Abbau der Unterstützung im Alltag (Bsp. Erhöhung der Gebühr der Musikschule beträgt bei 3 Kindern das mehrfache der Reduktion..)",1
115,195,6466756,-77,933,1,2,3,2,3,2,7,3,2,1,5,"Umwelt, Sicherheit, Infrastruktur (Gesundheit, Mobilität..usw), Bildung, Kultur, Sport, Arbeit,",2,-77,-77,3,2,3,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,5,2,1,1,2,2,2,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,2,1,0,0,0,1,0,1,0,0,2,4,1,2,2,3,2,2,2,2,2,2,2,2,3,3,5,5,5,2,1,0,0,1,1,0,0,0,0,0,-99,2,5,2,2,5,5,0,1,0,1,1,0,0,0,0,-99,2,2,1,2,1,1,0,1,0,1,0,-99,5,5,5,5,5,-99,"Parkplatz Situation, zu viel Verkehr in der Stadt, oft Stau... ÖV sollte mehr Priorität haben.",1
116,196,6466756,-77,706,1,1,6,2,1,7,3,4,2,1,5,"Schöne Umgebung, gestaltete Zwischenräume, gutes Einkaufs- und Ausgehangebot (Detailhändler, Markt, Restaurants, Bars), gutes kulturelles Angebot, respektvoller Umgang",1,1,1,1,2,1,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,1,1,1,1,1,1,0,0,1,0,1,1,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,1,1,0,0,0,0,0,0,2,1,2,1,1,3,2,1,1,1,1,1,4,3,4,4,2,2,2,2,1,1,0,0,0,0,0,0,1,0,-99,1,2,1,1,2,2,1,1,0,0,0,0,1,0,0,-99,2,2,3,3,2,0,1,0,0,1,1,-99,3,4,4,4,0,-99,"Umgang mit den Verkehrsflächen (Freispielen für Aufenthaltsflächen), Ende der  autogerechten  Stadt hin zur lebendigen Stadt",2
117,197,6468128,-77,14,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
118,198,6466756,-77,1174,1,1,7,2,1,2,7,4,2,4,4,"Vielfältiges Angebot für die Einwohner im Bereich Breitensport, Kultur, breites Angebot an Einkaufsmöglichkeiten (nicht nur Uhrengeschäfte),   attraktiv auch für den Mittelstand (Steuerpolitik), vernüftige und bezahlbare Umweltpolitik, weniger Administration der öffentlich Hand.",-77,-77,-77,3,2,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,1,1,0,0,0,1,1,1,-77,-77,-77,-77,-77,-77,-77,-66,2,2,0,0,0,0,0,0,1,1,1,1,2,5,1,2,5,1,1,1,1,1,5,2,2,1,1,5,5,5,3,1,0,1,0,0,1,0,0,0,0,-99,2,3,2,2,5,5,1,0,0,0,1,1,0,0,0,-99,3,3,3,2,4,0,0,1,1,1,0,-99,5,4,3,4,5,-99,Vermehrte Förderung des Breitensports; Priorität liegt bei der Kultur.  Markant bessere Bedingungen für den Mittelstand,1
